company_name,cikcode,director_name,software_background,start_date,end_date
TENET HEALTHCARE CORP,70318,JAMES A. UNRUH,t,2013-03-22,2016-03-31
TENET HEALTHCARE CORP,70318,JAMES L. BIERMAN,f,2018-03-30,2024-04-12
TENET HEALTHCARE CORP,70318,"JOHN ELLIS ""JEB"" BUSH",f,2013-03-22,2014-03-28
TENET HEALTHCARE CORP,70318,JOHN P. BYRNES,f,2017-03-24,2017-03-24
TENET HEALTHCARE CORP,70318,J. ROBERT KERREY,f,2013-03-22,2024-04-12
TENET HEALTHCARE CORP,70318,KAREN M. GARRISON,f,2013-03-22,2017-03-24
TENET HEALTHCARE CORP,70318,LLOYD J. AUSTIN III,f,2020-04-17,2020-04-17
TENET HEALTHCARE CORP,70318,"LLOYD J. AUSTIN, III",f,2019-03-22,2019-03-22
TENET HEALTHCARE CORP,70318,MATTHEW J. RIPPERGER,f,2016-03-31,2017-03-24
TENET HEALTHCARE CORP,70318,MEGHAN M. FITZGERALD,f,2023-04-14,2023-04-14
TENET HEALTHCARE CORP,70318,"MEGHAN M. FITZGERALD, DRPH",f,2019-03-22,2024-04-12
TENET HEALTHCARE CORP,70318,"NADJA Y. WEST, M.D.",f,2020-04-17,2024-04-12
TENET HEALTHCARE CORP,70318,PETER M. WILVER,f,2017-03-24,2018-03-30
TENET HEALTHCARE CORP,70318,RANDOLPH C. SIMPSON,f,2016-03-31,2017-03-24
TENET HEALTHCARE CORP,70318,RICHARD J. MARK,f,2018-03-30,2024-04-12
TENET HEALTHCARE CORP,70318,RICHARD R. PETTINGILL,f,2013-03-22,2017-03-24
TENET HEALTHCARE CORP,70318,RICHARD W. FISHER,f,2018-03-30,2024-04-12
TENET HEALTHCARE CORP,70318,RONALD A. RITTENMEYER,t,2013-03-22,2022-03-25
TENET HEALTHCARE CORP,70318,ROY BLUNT,f,2024-04-12,2024-04-12
TENET HEALTHCARE CORP,70318,"SAUMYA SUTARIA, M.D.",f,2021-03-26,2024-04-12
TENET HEALTHCARE CORP,70318,STEPHEN H. RUSCKOWSKI,f,2024-04-12,2024-04-12
TENET HEALTHCARE CORP,70318,TAMMY ROMO,f,2015-03-27,2024-04-12
TENET HEALTHCARE CORP,70318,TREVOR FETTER,f,2013-03-22,2017-03-24
TENET HEALTHCARE CORP,70318,"VINEETA AGARWALA, M.D., PHD",t,2024-04-12,2024-04-12
TENNANT CO,97134,ANDREW P. HIDER,t,2023-03-15,2025-03-18
TENNANT CO,97134,AZITA ARVANI,t,2013-03-11,2025-03-18
TENNANT CO,97134,BARBARA A. BALINSKI,f,2024-03-21,2024-03-21
TENNANT CO,97134,CAROL S. EICHER,f,2010-03-19,2025-03-18
TENNANT CO,97134,DAVID MATHIESON,f,2010-03-19,2015-03-16
TENNANT CO,97134,DAVID S. WICHMANN,f,2010-03-19,2020-03-19
TENNANT CO,97134,DAVID W. HUML,f,2021-03-17,2025-03-18
TENNANT CO,97134,DAVID WINDLEY,t,2016-03-15,2025-03-18
TENNANT CO,97134,DONAL L. MULLIGAN,f,2010-03-19,2025-03-18
TENNANT CO,97134,FAY WEST,f,2024-03-21,2024-03-21
TENNANT CO,97134,H. CHRIS KILLINGSTAD,f,2010-03-19,2020-03-19
TENNANT CO,97134,JAMES T. HALE,f,2010-03-19,2015-03-16
TENNANT CO,97134,JEFFREY A. BALAGNA,t,2010-03-19,2012-03-15
TENNANT CO,97134,KRISTIN A. ERICKSON,f,2024-03-21,2024-03-21
TENNANT CO,97134,MARIA C. GREEN,f,2019-03-29,2025-03-18
TENNANT CO,97134,MARK W. SHEAHAN,f,2025-03-18,2025-03-18
TENNANT CO,97134,RICHARD H. ZAY,f,2024-03-21,2024-03-21
TENNANT CO,97134,STEPHEN G. SHANK,f,2010-03-19,2016-03-15
TENNANT CO,97134,STEVEN A. SONNENBERG,f,2010-03-19,2023-03-15
TENNANT CO,97134,TIMOTHY R. MORSE,f,2021-03-17,2025-03-18
TENNANT CO,97134,WILLIAM F. AUSTEN,f,2010-03-19,2021-03-17
"TERADYNE, INC",97210,ALBERT CARNESALE,f,2012-04-12,2013-04-11
"TERADYNE, INC",97210,BRIDGET VAN KRALINGEN,f,2024-03-29,2024-03-29
"TERADYNE, INC",97210,DANIEL W. CHRISTMAN,f,2012-04-12,2017-03-30
"TERADYNE, INC",97210,EDWIN J. GILLIS,f,2012-04-12,2022-04-01
"TERADYNE, INC",97210,ERNEST E. MADDOCK,f,2023-03-31,2024-03-29
"TERADYNE, INC",97210,FORD TAMER,f,2023-03-31,2024-03-29
"TERADYNE, INC",97210,"FOUAD ""FORD"" TAMER",f,2022-04-01,2022-04-01
"TERADYNE, INC",97210,GREGORY S. SMITH,t,2023-03-31,2024-03-29
"TERADYNE, INC",97210,JAMES W. BAGLEY,f,2012-04-12,2013-04-11
"TERADYNE, INC",97210,MARILYN MATZ,t,2018-03-29,2024-03-29
"TERADYNE, INC",97210,MARK E. JAGIELA,f,2014-04-10,2022-04-01
"TERADYNE, INC",97210,MERCEDES JOHNSON,f,2015-04-02,2024-03-29
"TERADYNE, INC",97210,MICHAEL A. BRADLEY,f,2012-04-12,2021-03-26
"TERADYNE, INC",97210,PAUL J. TUFANO,f,2012-04-12,2024-03-29
"TERADYNE, INC",97210,PETER HERWECK,t,2021-03-26,2024-03-29
"TERADYNE, INC",97210,ROY A. VALLEE,f,2012-04-12,2020-03-27
"TERADYNE, INC",97210,TIMOTHY E. GUERTIN,f,2012-04-12,2023-03-31
TEREX CORP,97216,ANDRA RUSH,f,2018-03-30,2025-04-01
TEREX CORP,97216,CHRISTOPHER ROSSI,f,2021-03-26,2025-04-01
TEREX CORP,97216,DAVID A. SACHS,f,2018-03-30,2025-04-01
TEREX CORP,97216,DAVID C. WANG,f,2018-03-30,2019-04-03
TEREX CORP,97216,DONALD DEFOSSET,f,2018-03-30,2025-04-01
TEREX CORP,97216,"JOHN L. GARRISON, JR.",f,2018-03-30,2023-03-31
TEREX CORP,97216,MATTHEW HEPLER,t,2018-03-30,2019-04-03
TEREX CORP,97216,OREN G. SHAFFER,f,2018-03-30,2018-03-30
TEREX CORP,97216,PAULA H. J. CHOLMONDELEY,t,2018-03-30,2025-04-01
TEREX CORP,97216,RAIMUND KLINKNER,f,2018-03-30,2020-04-02
TEREX CORP,97216,SANDIE O’CONNOR,f,2020-04-02,2025-04-01
TEREX CORP,97216,SCOTT W. WINE,f,2018-03-30,2019-04-03
TEREX CORP,97216,SEUN SALAMI,f,2024-04-05,2025-04-01
TEREX CORP,97216,SIMON MEESTER,f,2024-04-05,2025-04-01
TEREX CORP,97216,THOMAS J. HANSEN,f,2018-03-30,2023-03-31
TEXAS INSTRUMENTS INC,97476,BRIAN T. CRUTCHER,t,2018-03-13,2018-03-13
TEXAS INSTRUMENTS INC,97476,CARRIE COX,f,2025-03-05,2025-03-05
TEXAS INSTRUMENTS INC,97476,CARRIE S. COX,f,2016-03-09,2024-03-12
TEXAS INSTRUMENTS INC,97476,CHRISTINE TODD WHITMAN,f,2016-03-09,2016-03-09
TEXAS INSTRUMENTS INC,97476,CURTIS C. FARMER,f,2023-03-14,2024-03-12
TEXAS INSTRUMENTS INC,97476,CURTIS FARMER,f,2025-03-05,2025-03-05
TEXAS INSTRUMENTS INC,97476,DANIEL A. CARP,f,2016-03-09,2018-03-13
TEXAS INSTRUMENTS INC,97476,HAVIV ILAN,f,2022-03-15,2025-03-05
TEXAS INSTRUMENTS INC,97476,JANET CLARK,f,2025-03-05,2025-03-05
TEXAS INSTRUMENTS INC,97476,JANET F. CLARK,f,2016-03-09,2024-03-12
TEXAS INSTRUMENTS INC,97476,JEAN HOBBY,t,2025-03-05,2025-03-05
TEXAS INSTRUMENTS INC,97476,JEAN M. HOBBY,t,2017-03-06,2024-03-12
TEXAS INSTRUMENTS INC,97476,MARK A. BLINN,f,2016-03-09,2024-03-12
TEXAS INSTRUMENTS INC,97476,MARK BLINN,f,2025-03-05,2025-03-05
TEXAS INSTRUMENTS INC,97476,MARTIN CRAIGHEAD,f,2025-03-05,2025-03-05
TEXAS INSTRUMENTS INC,97476,MARTIN S. CRAIGHEAD,f,2019-03-12,2024-03-12
TEXAS INSTRUMENTS INC,97476,MICHAEL D. HSU,f,2020-03-10,2022-03-15
TEXAS INSTRUMENTS INC,97476,PAMELA H. PATSLEY,f,2016-03-09,2024-03-12
TEXAS INSTRUMENTS INC,97476,PAMELA PATSLEY,f,2025-03-05,2025-03-05
TEXAS INSTRUMENTS INC,97476,"RALPH W. BABB, JR.",f,2016-03-09,2018-03-13
TEXAS INSTRUMENTS INC,97476,REGINALD DESROCHES,t,2024-03-12,2025-03-05
TEXAS INSTRUMENTS INC,97476,RICHARD K. TEMPLETON,t,2016-03-09,2024-03-12
TEXAS INSTRUMENTS INC,97476,RICHARD TEMPLETON,f,2025-03-05,2025-03-05
TEXAS INSTRUMENTS INC,97476,ROBERT E. SANCHEZ,t,2016-03-09,2024-03-12
TEXAS INSTRUMENTS INC,97476,ROBERT SANCHEZ,f,2025-03-05,2025-03-05
TEXAS INSTRUMENTS INC,97476,RONALD KIRK,f,2016-03-09,2025-03-05
TEXAS INSTRUMENTS INC,97476,TODD BLUEDORN,f,2025-03-05,2025-03-05
TEXAS INSTRUMENTS INC,97476,TODD M. BLUEDORN,f,2017-03-06,2024-03-12
TEXAS INSTRUMENTS INC,97476,WAYNE R. SANDERS,f,2016-03-09,2017-03-06
TEXTRON INC,217346,DAIN M. HANCOCK,f,2012-03-09,2016-03-08
TEXTRON INC,217346,DEBORAH LEE JAMES,t,2018-03-06,2025-03-04
TEXTRON INC,217346,IVOR J. EVANS,f,2013-03-07,2017-03-03
TEXTRON INC,217346,JAMES L. ZIEMER,f,2013-03-07,2024-03-07
TEXTRON INC,217346,JAMES T. CONWAY,f,2012-03-09,2022-03-04
TEXTRON INC,217346,KATHLEEN M. BADER,f,2013-03-07,2025-03-04
TEXTRON INC,217346,LAWRENCE K. FISH,f,2012-03-09,2019-03-06
TEXTRON INC,217346,LIONEL L. NOWELL III,f,2020-03-05,2025-03-04
TEXTRON INC,217346,LLOYD G. TROTTER,f,2012-03-09,2019-03-06
TEXTRON INC,217346,LORD POWELL OF BAYSWATER KCMG,f,2013-03-07,2016-03-08
TEXTRON INC,217346,MARIA T. ZUBER,t,2017-03-03,2025-03-04
TEXTRON INC,217346,MICHAEL X. GARRETT,f,2024-03-07,2025-03-04
TEXTRON INC,217346,PAUL E. GAGNÉ,f,2012-03-09,2021-03-05
TEXTRON INC,217346,RALPH D. HEATH,f,2017-03-03,2022-03-04
TEXTRON INC,217346,RICHARD F. AMBROSE,t,2022-03-04,2025-03-04
TEXTRON INC,217346,R. KERRY CLARK,f,2013-03-07,2025-03-04
TEXTRON INC,217346,ROB MIONIS,f,2025-03-04,2025-03-04
TEXTRON INC,217346,SCOTT C. DONNELLY,f,2012-03-09,2025-03-04
TEXTRON INC,217346,THOMAS A. KENNEDY,f,2023-03-03,2025-03-04
"TherapeuticsMD, Inc.",25743,ANGUS C. RUSSELL,f,2015-04-30,2021-04-14
"TherapeuticsMD, Inc.",25743,"BRIAN BERNICK, M.D.",f,2013-07-12,2019-04-30
"TherapeuticsMD, Inc.",25743,COOPER C. COLLINS,f,2013-07-12,2024-10-25
"TherapeuticsMD, Inc.",25743,"GAIL K. NAUGHTON, PH.D.",f,2020-05-04,2024-10-25
"TherapeuticsMD, Inc.",25743,GERALD L. JENSEN,f,2007-12-07,2007-12-07
"TherapeuticsMD, Inc.",25743,HARVEY FENSTER,f,2007-12-07,2007-12-07
"TherapeuticsMD, Inc.",25743,"JANE F. BARLOW, M.D., M.B.A, M.P.H.",f,2018-04-27,2019-04-30
"TherapeuticsMD, Inc.",25743,J. MARTIN CARROLL,f,2015-04-30,2021-04-14
"TherapeuticsMD, Inc.",25743,"JOHN C.K. MILLIGAN, IV",t,2013-07-12,2019-04-30
"TherapeuticsMD, Inc.",25743,JULES A. MUSING,f,2013-07-12,2021-04-14
"TherapeuticsMD, Inc.",25743,JULIAN D. JENSEN,f,2007-12-07,2007-12-07
"TherapeuticsMD, Inc.",25743,JUSTIN ROBERTS,f,2023-05-17,2024-10-25
"TherapeuticsMD, Inc.",25743,KAREN L. LING,f,2020-05-04,2021-04-14
"TherapeuticsMD, Inc.",25743,NICHOLAS SEGAL,t,2013-07-12,2019-04-30
"TherapeuticsMD, Inc.",25743,PAUL M. BISARO,f,2020-05-04,2021-04-14
"TherapeuticsMD, Inc.",25743,RANDALL STANICKY,f,2014-04-17,2014-04-17
"TherapeuticsMD, Inc.",25743,"RICHARD H. MANDEL, JR.",f,2007-12-07,2007-12-07
"TherapeuticsMD, Inc.",25743,ROBERT G. FINIZIO,t,2013-07-12,2021-04-14
"TherapeuticsMD, Inc.",25743,"ROBERT V. LAPENTA, JR.",f,2013-07-12,2019-04-30
"TherapeuticsMD, Inc.",25743,SAMUEL A. GRECO,f,2013-07-12,2013-07-12
"TherapeuticsMD, Inc.",25743,TOMMY G. THOMPSON,f,2013-07-12,2024-10-25
THERMO FISHER SCIENTIFIC INC.,97745,C. MARTIN HARRIS,t,2018-04-10,2024-04-09
THERMO FISHER SCIENTIFIC INC.,97745,DEBORA L. SPAR,f,2020-04-07,2024-04-09
THERMO FISHER SCIENTIFIC INC.,97745,DION J. WEISLER,t,2018-04-10,2024-04-09
THERMO FISHER SCIENTIFIC INC.,97745,ELAINE S. ULLIAN,f,2018-04-10,2019-04-09
THERMO FISHER SCIENTIFIC INC.,97745,JAMES C. MULLEN,f,2019-04-09,2024-04-09
THERMO FISHER SCIENTIFIC INC.,97745,JENNIFER M. JOHNSON,t,2024-04-09,2024-04-09
THERMO FISHER SCIENTIFIC INC.,97745,JIM P. MANZI,t,2018-04-10,2022-04-07
THERMO FISHER SCIENTIFIC INC.,97745,JUDY C. LEWENT,f,2018-04-10,2020-04-07
THERMO FISHER SCIENTIFIC INC.,97745,LARS R. SØRENSEN,f,2018-04-10,2022-04-07
THERMO FISHER SCIENTIFIC INC.,97745,MARC N. CASPER,f,2018-04-10,2024-04-09
THERMO FISHER SCIENTIFIC INC.,97745,NELSON J. CHAI,f,2018-04-10,2024-04-09
THERMO FISHER SCIENTIFIC INC.,97745,R. ALEXANDRA KEITH,f,2021-04-08,2024-04-09
THERMO FISHER SCIENTIFIC INC.,97745,RUBY R. CHANDY,f,2022-04-07,2024-04-09
THERMO FISHER SCIENTIFIC INC.,97745,SCOTT M. SPERLING,f,2018-04-10,2024-04-09
THERMO FISHER SCIENTIFIC INC.,97745,THOMAS J. LYNCH,f,2018-04-10,2021-04-08
THERMO FISHER SCIENTIFIC INC.,97745,TYLER JACKS,t,2018-04-10,2024-04-09
THUNDER MOUNTAIN GOLD INC,711034,DOUGLAS J. GLASPEY,f,2011-05-20,2014-12-11
THUNDER MOUNTAIN GOLD INC,711034,DR. ROBIN S. MCRAE,f,2011-05-20,2011-05-20
THUNDER MOUNTAIN GOLD INC,711034,EDWARD D. FIELDS,f,2011-05-20,2014-12-11
THUNDER MOUNTAIN GOLD INC,711034,E. JAMES COLLORD,f,2011-05-20,2014-12-11
THUNDER MOUNTAIN GOLD INC,711034,ERIC T. JONES,f,2011-05-20,2014-12-11
THUNDER MOUNTAIN GOLD INC,711034,GARY D. BABBITT,f,2013-03-12,2013-03-12
THUNDER MOUNTAIN GOLD INC,711034,JOSEPH H. BAIRD,f,2014-12-11,2014-12-11
THUNDER MOUNTAIN GOLD INC,711034,LARRY D. KORNZE,f,2013-03-12,2014-12-11
THUNDER MOUNTAIN GOLD INC,711034,PETE PARSLEY,f,2011-05-20,2013-03-12
THUNDER MOUNTAIN GOLD INC,711034,R. LLEE CHAPMAN,f,2011-05-20,2013-03-12
TIDEWATER INC,98222,ALAN J. CARR,f,2018-03-22,2019-03-18
TIDEWATER INC,98222,CINDY B. TAYLOR,f,2014-06-27,2016-06-10
TIDEWATER INC,98222,DARRON M. ANDERSON,f,2021-05-12,2024-04-26
TIDEWATER INC,98222,DICK FAGERSTAL,f,2018-03-22,2023-05-01
TIDEWATER INC,98222,DICK H. FAGERSTAL,f,2024-04-26,2024-04-26
TIDEWATER INC,98222,JACK E. THOMPSON,f,2014-06-27,2016-06-10
TIDEWATER INC,98222,JAMES C. DAY,f,2014-06-27,2016-06-10
TIDEWATER INC,98222,JEFFREY M. PLATT,t,2014-06-27,2016-06-10
TIDEWATER INC,98222,JOHN T. RYND,f,2018-03-22,2019-03-18
TIDEWATER INC,98222,J. WAYNE LEONARD,f,2014-06-27,2016-06-10
TIDEWATER INC,98222,KENNETH H. TRAUB,f,2019-03-18,2024-04-26
TIDEWATER INC,98222,LARRY T. RIGDON,f,2018-03-22,2022-05-02
TIDEWATER INC,98222,LOIS K. ZABROCKY,f,2020-06-18,2024-04-26
TIDEWATER INC,98222,LOUIS A. RASPINO,f,2019-03-18,2024-04-26
TIDEWATER INC,98222,MELISSA COUGLE,f,2022-05-02,2023-05-01
TIDEWATER INC,98222,MELISSA L. COUGLE,f,2024-04-26,2024-04-26
TIDEWATER INC,98222,M. JAY ALLISON,f,2014-06-27,2016-06-10
TIDEWATER INC,98222,MORRIS E. FOSTER,f,2014-06-27,2016-06-10
TIDEWATER INC,98222,NICHOLAS J. SUTTON,f,2014-06-27,2014-06-27
TIDEWATER INC,98222,QUINTIN V. KNEEN,f,2020-06-18,2024-04-26
TIDEWATER INC,98222,RANDEE E. DAY,f,2018-03-22,2019-03-18
TIDEWATER INC,98222,RICHARD A. PATTAROZZI,f,2014-06-27,2016-06-10
TIDEWATER INC,98222,RICHARD D. PATERSON,f,2015-06-19,2016-06-10
TIDEWATER INC,98222,RICHARD T. DU MOULIN,f,2014-06-27,2016-06-10
TIDEWATER INC,98222,ROBERT E. ROBOTTI,f,2021-05-12,2024-04-26
TIDEWATER INC,98222,ROBERT L. POTTER,f,2014-06-27,2016-06-10
TIDEWATER INC,98222,ROBERT P. TAMBURRINO,f,2019-03-18,2019-03-18
TIDEWATER INC,98222,STEVEN L. NEWMAN,f,2018-03-22,2019-03-18
TIDEWATER INC,98222,"THOMAS R. BATES, JR.",t,2018-03-22,2019-03-18
TIMKEN CO,98362,AJITA G. RAJENDRA,f,2015-03-27,2025-03-17
TIMKEN CO,98362,CHRISTOPHER L. MAPES,f,2014-03-27,2025-03-17
TIMKEN CO,98362,DIANE C. CREEL,f,2013-03-21,2014-03-27
TIMKEN CO,98362,ELIZABETH A. HARRELL,f,2018-03-19,2025-03-17
TIMKEN CO,98362,FRANK C. SULLIVAN,f,2013-03-21,2025-03-17
TIMKEN CO,98362,JACQUELINE F. WOODS,f,2013-03-21,2022-03-18
TIMKEN CO,98362,JAMES F. PALMER,f,2016-03-22,2025-03-17
TIMKEN CO,98362,JAMES W. GRIFFITH,f,2013-03-21,2013-03-21
TIMKEN CO,98362,"JOHN A. LUKE, JR.",f,2013-03-21,2023-03-20
TIMKEN CO,98362,JOHN M. BALLBACH,f,2013-03-21,2013-03-21
TIMKEN CO,98362,"JOHN M. TIMKEN, JR.",f,2013-03-21,2025-03-17
TIMKEN CO,98362,JOHN P. REILLY,f,2013-03-21,2015-03-27
TIMKEN CO,98362,JOSEPH W. RALSTON,f,2013-03-21,2018-03-19
TIMKEN CO,98362,KIMBERLY K. RYAN,f,2025-03-17,2025-03-17
TIMKEN CO,98362,MARIA A. CROWE,f,2015-03-27,2025-03-17
TIMKEN CO,98362,PHILLIP R. COX,f,2013-03-21,2014-03-27
TIMKEN CO,98362,RICHARD G. KYLE,f,2014-03-27,2025-03-17
TIMKEN CO,98362,SARAH C. LAUBER,f,2021-03-17,2025-03-17
TIMKEN CO,98362,TARAK B. MEHTA,f,2025-03-17,2025-03-17
TIMKEN CO,98362,TODD M. LEOMBRUNO,f,2025-03-17,2025-03-17
TIMKEN CO,98362,WARD J. TIMKEN,f,2013-03-21,2013-03-21
TIMKEN CO,98362,"WARD J. TIMKEN, JR.",f,2013-03-21,2025-03-17
TJX COMPANIES INC /DE/,109198,ALAN M. BENNETT,f,2012-04-27,2024-04-25
TJX COMPANIES INC /DE/,109198,AMY B. LANE,f,2012-04-27,2024-04-25
TJX COMPANIES INC /DE/,109198,BERNARD CAMMARATA,f,2012-04-27,2014-04-24
TJX COMPANIES INC /DE/,109198,CAROL MEYROWITZ,f,2012-04-27,2024-04-25
TJX COMPANIES INC /DE/,109198,"CHARLES F. WAGNER, JR.",f,2024-04-25,2024-04-25
TJX COMPANIES INC /DE/,109198,C. KIM GOODWIN,f,2021-04-29,2024-04-25
TJX COMPANIES INC /DE/,109198,DAVID T. CHING,t,2012-04-27,2024-04-25
TJX COMPANIES INC /DE/,109198,DAWN G. LEPORE,t,2013-04-25,2013-04-25
TJX COMPANIES INC /DE/,109198,ERNIE HERRMAN,f,2016-04-29,2024-04-25
TJX COMPANIES INC /DE/,109198,JACKWYN L. NEMEROV,f,2017-04-27,2024-04-25
TJX COMPANIES INC /DE/,109198,JOHN F. O'BRIEN,f,2012-04-27,2020-04-23
TJX COMPANIES INC /DE/,109198,JOHN F. O’BRIEN,f,2014-04-24,2022-04-28
TJX COMPANIES INC /DE/,109198,JOSÉ B. ALVAREZ,f,2012-04-27,2024-04-25
TJX COMPANIES INC /DE/,109198,MICHAEL F. HINES,f,2012-04-27,2022-04-28
TJX COMPANIES INC /DE/,109198,MICHAEL MACMILLAN,f,2018-10-01,2018-10-01
TJX COMPANIES INC /DE/,109198,RICHARD SHERR,f,2018-10-01,2018-10-01
TJX COMPANIES INC /DE/,109198,ROSEMARY T. BERKERY,f,2018-10-01,2024-04-25
TJX COMPANIES INC /DE/,109198,SCOTT GOLDENBERG,f,2018-10-01,2018-10-01
TJX COMPANIES INC /DE/,109198,WILLIAM H. SWANSON,f,2015-04-24,2016-04-29
TJX COMPANIES INC /DE/,109198,WILLOW B. SHIRE,t,2012-04-27,2021-04-29
TJX COMPANIES INC /DE/,109198,ZEIN ABDALLA,f,2012-04-27,2021-04-29
"TOMI Environmental Solutions, Inc.",314227,DR. HALDEN S. SHANE,f,2022-10-19,2022-10-19
"TOMI Environmental Solutions, Inc.",314227,DR. LIM BOH SOON,f,2022-10-19,2022-10-19
"TOMI Environmental Solutions, Inc.",314227,ELISSA J. SHANE,f,2021-11-17,2024-10-21
"TOMI Environmental Solutions, Inc.",314227,HALDEN S. SHANE,f,2017-06-02,2024-10-21
"TOMI Environmental Solutions, Inc.",314227,HAROLD W. PAUL,f,2017-06-02,2020-12-02
"TOMI Environmental Solutions, Inc.",314227,KELLY J. ANDERSON,t,2017-06-02,2024-10-21
"TOMI Environmental Solutions, Inc.",314227,LIM BOH SOON,f,2018-08-14,2024-10-21
"TOMI Environmental Solutions, Inc.",314227,RONALD E. AINSWORTH,t,2017-06-02,2017-06-02
"TOMI Environmental Solutions, Inc.",314227,WALTER C. JOHNSEN,f,2017-06-02,2024-10-21
TOOTSIE ROLL INDUSTRIES INC,98677,BARRE A. SEIBERT,f,2005-03-24,2024-03-25
TOOTSIE ROLL INDUSTRIES INC,98677,CHARLES W. SEIBERT,f,2001-03-28,2004-03-26
TOOTSIE ROLL INDUSTRIES INC,98677,ELLEN R. GORDON,f,2001-03-28,2025-03-27
TOOTSIE ROLL INDUSTRIES INC,98677,LANA JANE LEWIS-BRENT,f,2001-03-28,2025-03-27
TOOTSIE ROLL INDUSTRIES INC,98677,MELVIN J. GORDON,f,2001-03-28,2014-03-28
TOOTSIE ROLL INDUSTRIES INC,98677,MICHAEL A. CHODOS,f,2025-03-27,2025-03-27
TOOTSIE ROLL INDUSTRIES INC,98677,PAULA M. WARDYNSKI,f,2015-03-30,2025-03-27
TOOTSIE ROLL INDUSTRIES INC,98677,RICHARD P. BERGEMAN,f,2001-03-28,2014-03-28
TOOTSIE ROLL INDUSTRIES INC,98677,VIRGINIA L. GORDON,f,2021-03-26,2025-03-27
TRANSCAT INC,99302,ALAN H. RESNICK,f,2006-07-10,2019-07-25
TRANSCAT INC,99302,ANGELA J. PANZARELLA,f,2014-07-25,2022-07-21
TRANSCAT INC,99302,CARL E. SASSANO,f,2006-07-10,2022-07-21
TRANSCAT INC,99302,CHARLES P. HADEED,f,2007-07-11,2024-07-23
TRANSCAT INC,99302,CHRISTOPHER P. GILLETTE,t,2023-07-20,2024-07-23
TRANSCAT INC,99302,CORNELIUS J. MURPHY,f,2006-07-10,2007-07-11
TRANSCAT INC,99302,CRAIG D. CAIRNS,f,2021-07-22,2024-07-23
TRANSCAT INC,99302,CYNTHIA LANGSTON,t,2022-07-21,2024-07-23
TRANSCAT INC,99302,DAWN DEPERRIOR,t,2024-07-23,2024-07-23
TRANSCAT INC,99302,DR. HARVEY J. PALMER,t,2008-07-08,2011-07-22
TRANSCAT INC,99302,E. LEE GARELICK,f,2006-07-10,2007-07-11
TRANSCAT INC,99302,FRANCIS R. BRADLEY,t,2006-07-10,2015-07-23
TRANSCAT INC,99302,GARY J. HASELEY,f,2015-07-23,2024-07-23
TRANSCAT INC,99302,HARVEY J. PALMER,t,2006-07-10,2013-07-26
TRANSCAT INC,99302,JOHN T. SMITH,t,2006-07-10,2020-07-23
TRANSCAT INC,99302,LEE D. RUDOW,t,2015-07-23,2024-07-23
TRANSCAT INC,99302,MBAGO M. KANIKI,f,2021-07-22,2024-07-23
TRANSCAT INC,99302,MICHAEL J. TSCHIDERER,t,2019-07-25,2019-07-25
TRANSCAT INC,99302,NANCY D. HESSLER,f,2006-07-10,2012-07-27
TRANSCAT INC,99302,OKSANA S. DOMINACH,f,2020-07-23,2024-07-23
TRANSCAT INC,99302,PAUL D. MOORE,f,2006-07-10,2023-07-20
TRANSCAT INC,99302,RICHARD J. HARRISON,f,2006-07-10,2023-07-20
TRANSCAT INC,99302,ROBERT G. KLIMASEWSKI,t,2006-07-10,2006-07-10
TRANSCAT INC,99302,ROBERT L. MECCA,f,2024-07-23,2024-07-23
TRANS LUX Corp,99106,ALAN K. GREENE,f,2013-08-22,2019-07-09
TRANS LUX Corp,99106,ALBERTO SHAIO,f,2013-08-22,2019-07-09
TRANS LUX Corp,99106,ANGELA D. TOPPI,f,2004-04-20,2012-02-02
TRANS LUX Corp,99106,ELLIOT SLOYER,f,2012-02-02,2012-05-18
TRANS LUX Corp,99106,GENE JANKOWSKI,f,2001-04-19,2009-11-06
TRANS LUX Corp,99106,GEORGE W. SCHIELE,f,2009-11-06,2020-08-25
TRANS LUX Corp,99106,GLENN J. ANGIOLILLO,f,2009-11-06,2009-11-06
TRANS LUX Corp,99106,HOWARD M. BRENNER,f,2001-04-19,2009-11-06
TRANS LUX Corp,99106,HOWARD S. MODLIN,f,2001-04-19,2009-11-06
TRANS LUX Corp,99106,JEAN FIRSTENBERG,f,2001-04-19,2013-08-22
TRANS LUX Corp,99106,JEAN-MARC (J.M.) ALLAIN,t,2012-05-18,2015-05-29
TRANS LUX Corp,99106,JIE FENG,f,2023-05-03,2023-05-03
TRANS LUX Corp,99106,J.M. ALLAIN,t,2012-02-02,2017-08-31
TRANS LUX Corp,99106,MARCO ELSER,f,2013-08-22,2023-05-03
TRANS LUX Corp,99106,MARCO M. ELSER,f,2016-06-17,2017-08-31
TRANS LUX Corp,99106,MATTHEW BRANDT,f,2002-04-22,2008-04-30
TRANS LUX Corp,99106,MICHAEL R. MULCAHY,f,2002-04-22,2009-11-06
TRANS LUX Corp,99106,NICHOLAS J. FAZIO,f,2019-07-09,2023-05-03
TRANS LUX Corp,99106,RICHARD BRANDT,f,2001-04-19,2009-11-06
TRANS LUX Corp,99106,RICHARD NUMMI,f,2012-02-02,2012-05-18
TRANS LUX Corp,99106,ROBERT B. GREENES,f,2001-04-19,2006-05-11
TRANS LUX Corp,99106,RYAN J. MORRIS,f,2016-06-17,2017-08-31
